
		Copies and Copyright-Notice

User is not entitled to change or erase data sets of the RegulonDB
database or to eliminate copyright notices from RegulonDB. Furthermore,
User is not entitled to expand RegulonDB or to integrate RegulonDB partly
or as a whole into other databank systems, without prior written consent
from CCG-UNAM.

Citation

User is committed to cite properly the use of RegulonDB. The current most
update publication concerning RegulonDB is:
Socorro Gama-Castro, Verónica Jiménez-Jacinto, Martin Peralta-Gil,
Alberto Santos-Zavaleta, Monica I. Peñaloza-Spindola, Bruno Contreras-Moreira,
Juan Segura-Salazar, Luis Muñiz-Rascado, Irma Martínez-Flores, Heladia Salgado,
César Bonavides-Martínez, Cei Abreu-Goodger, Carlos Rodriguez-Penagos, Juan Miranda-Rios,
Enrique Morett, Enrique Merino, Araceli M. Huerta, Luis Treviño-Quintanilla and Julio Collado-Vides.
"RegulonDB (Version 6.0): gene regulation model of Escherichia coli K-12 
beyond transcription, active (experimental) annotated promoters and textpresso navigation"
Nucleic Acids Research, 2008, vol 36.  D120-D124

Release: 6.3 Date: 30-JAN-09
_________________________________________________________________________________

Columns:
	(1) Gene identifier assigned by RegulonDB
	(2) Gene name 
	(3) Blattner number (bnumber) of the gene
	(4) Gene left end position in the genome
	(5) Gene right end position in the genome
	(6) DNA strand where the gene is coded
	(7) Product name of the gene
ECK120002796	ykgF	b0307	321562	322989	forward	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
ECK120002797	ykgG	b0308	322982	323677	forward	predicted transporter
ECK120002798	b0309	b0309	323632	323844	reverse	
ECK120002799	ykgH	b0310	323920	324588	reverse	predicted inner membrane protein
ECK120000105	betA	b0311	324801	326471	reverse	choline dehydrogenase
ECK120000106	betB	b0312	326485	327957	reverse	BetB
ECK120000107	betI	b0313	327971	328558	reverse	BetI transcriptional repressor
ECK120000108	betT	b0314	328687	330720	forward	BetT choline BCCT transporter
ECK120001214	yahA	b0315	331595	332683	forward	phosphodiesterase, c-di-GMP-specific
ECK120002800	yahB	b0316	332725	333657	reverse	predicted DNA-binding transcriptional regulator LYSR-type
ECK120002801	yahC	b0317	333749	334246	reverse	predicted inner membrane protein
ECK120002802	yahD	b0318	334504	335109	forward	predicted transcriptional regulator with ankyrin domain
ECK120002803	yahE	b0319	335149	336012	forward	predicted protein
ECK120002804	yahF	b0320	336002	337549	forward	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain
ECK120002805	yahG	b0321	337549	338967	forward	conserved protein
ECK120026444	yahH	b0322	339017	339313	forward	predicted protein
ECK120002806	yahI	b0323	339389	340339	forward	predicted carbamate kinase-like protein
ECK120002807	yahJ	b0324	340349	341731	forward	predicted deaminase with metallo-dependent hydrolase domain
ECK120002808	yahK	b0325	342108	343157	forward	predicted oxidoreductase, Zn-dependent and NAD(P)-binding
ECK120002809	yahL	b0326	343400	344215	forward	predicted protein
ECK120002810	yahM	b0327	344628	344873	forward	predicted protein
ECK120002811	yahN	b0328	344890	345561	reverse	predicted neutral amino acid efflux system
ECK120002812	yahO	b0329	345708	345983	forward	predicted protein
ECK120002813	prpR	b0330	346081	347667	reverse	PrpR transcriptional dual regulator
ECK120002814	prpB	b0331	347906	348796	forward	
ECK120002815	prpC	b0333	349236	350405	forward	
ECK120002816	prpD	b0334	350439	351890	forward	2-methylcitrate dehydratase
ECK120002817	prpE	b0335	351930	353816	forward	putative propionyl-CoA synthetase
ECK120001298	codB	b0336	354146	355405	forward	CodB cytosine NCS1 transporter
ECK120001297	codA	b0337	355395	356678	forward	cytosine deaminase
ECK120001385	cynR	b0338	357015	357914	reverse	CynR DNA binding transcriptional repressor
ECK120000171	cynT	b0339	358023	358682	forward	carbonic anhydrase monomer
ECK120000170	cynS	b0340	358713	359183	forward	cyanase monomer
ECK120000172	cynX	b0341	359216	360370	forward	CynX cyanate MFS transporter
ECK120000517	lacA	b0342	360473	361084	reverse	galactoside O-acetyltransferase monomer
ECK120000519	lacY	b0343	361150	362403	reverse	LacY lactose MFS transporter
ECK120000520	lacZ	b0344	362455	365529	reverse	&beta;-galactosidase monomer
ECK120000518	lacI	b0345	365652	366734	reverse	LacI transcriptional repressor
ECK120002818	mhpR	b0346	366811	367644	reverse	MhpR transcriptional activator
ECK120004469	mhpA	b0347	367835	369499	forward	3-(3-hydroxyphenyl)propionate 2-hydroxylase
ECK120004470	mhpB	b0348	369501	370445	forward	3-(2,3-dihydroxyphenyl)propionate dioxygenase monomer
ECK120004471	mhpC	b0349	370448	371329	forward	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase
ECK120004472	mhpD	b0350	371339	372148	forward	2-keto-4-pentenoate hydratase
ECK120004473	mhpF	b0351	372145	373095	forward	acetaldehyde dehydrogenase 2
ECK120002819	mhpE	b0352	373092	374105	forward	4-hydroxy-2-ketovalerate aldolase
ECK120002820	mhpT	b0353	374683	375894	forward	MhpT MFS transporter
ECK120002821	yaiL	b0354	375996	376535	forward	nucleoprotein/polynucleotide-associated enzyme
ECK120002822	frmB	b0355	376759	377592	reverse	<i>S</i>-formylglutathione hydrolase
ECK120002569	frmA	b0356	377686	378795	reverse	FrmA
ECK120002823	frmR	b0357	378830	379105	reverse	regulator protein
ECK120002824	yaiO	b0358	379293	380066	reverse	outer membrane protein
ECK120002825	yaiX	b0359	380068	380283	reverse	predicted acyl transferase (pseudogene)
ECK120023917	insCD-1		380530	381803	forward	IS2 element transposase InsAB'
ECK120002826	insC-1	b0360	380530	380940	forward	IS2 element protein InsA
ECK120002827	insD-1	b0361	380898	381803	forward	IS2 element protein
ECK120002828	yaiF	b0362	381728	382114	reverse	predicted protein
ECK120002829	yaiP	b0363	381963	383159	reverse	predicted glucosyltransferase
ECK120002830	yaiS	b0364	383283	383840	reverse	conserved protein
ECK120002831	tauA	b0365	384456	385418	forward	TauA
ECK120002832	tauB	b0366	385431	386198	forward	TauB
ECK120002833	tauC	b0367	386195	387022	forward	TauC
ECK120002281	tauD	b0368	387019	387870	forward	taurine dioxygenase monomer
ECK120000421	hemB	b0369	387977	388951	reverse	porphobilinogen synthase
ECK120002834	ykiB		389121	389339	reverse	
ECK120002835	yaiT	b0371	389475	390935	forward	predicted protein
ECK120002836	insF-2	b0372	390963	391829	reverse	
ECK120023908	insEF-2		390963	392134	reverse	
ECK120002837	insE-2	b0373	391826	392134	reverse	
ECK120002838	yaiU	b0374	392239	393642	forward	predicted protein
ECK120002839	yaiV	b0375	393685	394353	forward	predicted DNA-binding transcriptional regulator
ECK120002410	ampH	b0376	394354	395511	reverse	penicillin-binding protein
ECK120000917	sbmA	b0377	395863	397083	forward	predicted transporter
ECK120002840	yaiW	b0378	397096	398190	forward	predicted DNA-binding transcriptional regulator
ECK120002841	yaiY	b0379	398249	398557	reverse	inner membrane protein
ECK120002842	yaiZ	b0380	398817	399029	forward	predicted inner membrane protein
ECK120000207	ddlA	b0381	399053	400147	reverse	D-alanine-D-alanine ligase A
ECK120001231	iraP	b0382	400610	400870	forward	anti-adaptor protein for &sigma;<sup>S</sup> stabilization
ECK120000718	phoA	b0383	400971	402386	forward	PhoA
ECK120001367	psiF	b0384	402505	402825	forward	conserved protein
ECK120001232	adrA	b0385	402927	404042	forward	predicted diguanylate cyclase
ECK120000760	proC	b0386	404059	404868	reverse	pyrroline-5-carboxylate reductase monomer
ECK120002843	yaiI	b0387	404988	405446	forward	conserved protein
ECK120000078	aroL	b0388	405629	406153	forward	shikimate kinase II
ECK120001081	yaiA	b0389	406203	406394	forward	predicted protein
ECK120000079	aroM	b0390	406652	407329	forward	conserved protein
ECK120002056	yaiE	b0391	407401	407685	forward	conserved protein
ECK120002844	ykiA	b0392	407893	408174	forward	predicted protein
ECK120002055	rdgC	b0393	408332	409243	reverse	nonspecific DNA binding protein; nucleoid component
ECK120001261	mak	b0394	409368	410276	forward	manno(fructo)kinase
ECK120000056	araJ	b0396	410521	411705	reverse	AraJ MFS transporter
ECK120000916	sbcC	b0397	411831	414977	reverse	ATP-dependent dsDNA exonuclease
ECK120001082	sbcD	b0398	414974	416176	reverse	ATP-dependent dsDNA exonuclease
ECK120000719	phoB	b0399	416366	417055	forward	PhoB transcriptional dual regulator
ECK120000724	phoR	b0400	417113	418408	forward	PhoR
ECK120002064	brnQ	b0401	418815	420134	forward	BrnQ branched chain amino acid LIVCS transporter
ECK120002845	proY	b0402	420210	421583	forward	ProY cryptic proline APC transporter
ECK120000558	malZ	b0403	421739	423556	forward	maltodextrin glucosidase
ECK120001083	acpH	b0404	423561	424142	reverse	acyl carrier protein phosphodiesterase
ECK120000803	queA	b0405	424235	425305	forward	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ECK120000985	tgt	b0406	425361	426488	forward	tRNA-guanine transglycosylase monomer
ECK120001084	yajC	b0407	426511	426843	forward	YajC
ECK120000927	secD	b0408	426871	428718	forward	SecD
ECK120000929	secF	b0409	428729	429700	forward	SecF
ECK120001085	yajD	b0410	429829	430176	forward	conserved protein
ECK120001024	tsx	b0411	430353	431237	reverse	nucleoside channel; receptor of phage T6 and colicin K
ECK120002413	yajI	b0412	431536	432075	reverse	predicted lipoprotein
ECK120001291	nrdR	b0413	432226	432675	forward	NrdR transcriptional repressor
ECK120001292	ribD	b0414	432679	433782	forward	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase
ECK120001293	ribE	b0415	433871	434341	forward	RibE
ECK120000659	nusB	b0416	434361	434780	forward	transcription antitermination protein NusB
ECK120002846	thiL	b0417	434858	435835	forward	thiamine monophosphate kinase
ECK120000696	pgpA	b0418	435813	436331	forward	phosphatidylglycerophosphatase A
ECK120002847	yajO	b0419	436385	437359	reverse	putative NAD(P)H-dependent xylose reductase
ECK120002848	dxs	b0420	437539	439401	reverse	Dxs
ECK120000501	ispA	b0421	439426	440325	reverse	geranyl diphosphate synthase/farnesyl diphosphate synthase
ECK120001086	xseB	b0422	440325	440567	reverse	exonuclease VII, small subunit
ECK120002849	thiI	b0423	440773	442221	forward	ThiI
ECK120002673	yajL	b0424	442275	442865	reverse	conserved protein
ECK120002850	panE	b0425	442828	443739	reverse	2-dehydropantoate 2-reductase
ECK120002851	yajQ	b0426	443907	444398	forward	nucleotide binding protein
ECK120002852	yajR	b0427	444526	445890	reverse	YajR MFS transporter
ECK120000177	cyoE	b0428	446039	446929	reverse	heme O synthase
ECK120000176	cyoD	b0429	446941	447270	reverse	cytochrome <i>bo</i> terminal oxidase subunit IV
ECK120000175	cyoC	b0430	447270	447884	reverse	cytochrome <i>bo</i> terminal oxidase subunit III
ECK120000174	cyoB	b0431	447874	449865	reverse	cytochrome <i>bo</i> terminal oxidase subunit I
ECK120000173	cyoA	b0432	449887	450834	reverse	cytochrome <i>bo</i> terminal oxidase subunit II
ECK120002076	ampG	b0433	451294	452769	reverse	AmpG muropeptide MFS transporter
ECK120002075	yajG	b0434	452813	453391	reverse	predicted lipoprotein
ECK120000121	bolA	b0435	453696	454013	forward	BolA transcriptional dual regulator
ECK120000992	tig	b0436	454357	455655	forward	trigger factor; a molecular chaperone involved in cell division
ECK120000154	clpP	b0437	455901	456524	forward	ClpP
ECK120000155	clpX	b0438	456650	457924	forward	ClpX
ECK120002574	sraA		457952	458008	reverse	SraA small RNA
ECK120000535	lon	b0439	458112	460466	forward	Lon
ECK120000460	hupB	b0440	460675	460947	forward	Transcriptional dual regulator  HU-&beta;, NS1 (HU-1)
ECK120002853	ppiD	b0441	461139	463010	forward	peptidyl-prolyl cis-trans isomerase
ECK120002854	ybaV	b0442	463161	463532	forward	conserved protein
ECK120002855	ybaW	b0443	463626	464024	forward	thioesterase III
ECK120002856	queC	b0444	464076	464771	reverse	enzyme in preQ<sub>0</sub> biosynthesis
ECK120002431	ybaE	b0445	464836	466536	reverse	predicted transporter subunit: periplasmic-binding component of ABC superfamily
ECK120002857	cof	b0446	466636	467454	forward	pyridoxal phosphatase/HMP-PP hydrolase
ECK120002858	ybaO	b0447	467607	468065	forward	putative LRP-like transcriptional regulator
ECK120002859	mdlA	b0448	468095	469867	forward	predicted multidrug transporter subunit of ABC superfamily: ATP-binding component
ECK120001570	mdlB	b0449	469860	471641	forward	predicted multidrug transporter subunit of ABC superfamily: ATP-binding component
ECK120002080	glnK	b0450	471822	472160	forward	[GlnK]
ECK120001753	amtB	b0451	472190	473476	forward	AmtB
ECK120000984	tesB	b0452	473525	474385	reverse	TesB
ECK120002860	ybaY	b0453	474603	475175	forward	predicted outer membrane lipoprotein
ECK120002861	atl	b0454	475206	475595	reverse	DNA base-flipping protein
ECK120002469	ffs	b0455	475672	475785	forward	4.5S RNA component of the signal recognition particle (SRP)
ECK120001087	ybaA	b0456	475896	476249	forward	conserved protein
ECK120002862	ylaB	b0457	476291	477841	reverse	conserved inner membrane protein
ECK120002863	ylaC	b0458	478005	478475	reverse	predicted inner membrane protein
ECK120002699	maa	b0459	478591	479142	reverse	Maa
ECK120000432	hha	b0460	479314	479532	reverse	haemolysin expression modulating protein
ECK120002285	tomB	b0461	479558	479932	reverse	protein that modulates Hha toxicity
ECK120001647	acrB	b0462	480478	483627	reverse	AcrB RND-type permease
ECK120001646	acrA	b0463	483650	484843	reverse	AcrA Membrane Fusion Protein
ECK120002020	acrR	b0464	484985	485632	forward	AcrR transcriptional repressor
ECK120002864	kefA	b0465	485760	489122	forward	KefA
ECK120002390	ybaM	b0466	489334	489495	reverse	predicted protein
ECK120000756	priC	b0467	489509	490036	reverse	primosomal replication protein N''
ECK120002396	ybaN	b0468	490106	490483	forward	conserved inner membrane protein
ECK120000047	apt	b0469	490636	491187	forward	Apt
ECK120000239	dnaX	b0470	491316	493247	forward	DNA polymerase III, &gamma; subunit
ECK120001088	ybaB	b0471	493300	493629	forward	conserved protein
ECK120000825	recR	b0472	493629	494234	forward	recombination and repair
ECK120000454	htpG	b0473	494344	496218	forward	HtpG monomer
ECK120000029	adk	b0474	496399	497043	forward	adenylate kinase
ECK120000424	hemH	b0475	497279	498241	forward	ferrochelatase
ECK120001089	aes	b0476	498238	499197	reverse	acetyl-esterase
ECK120001090	gsk	b0477	499349	500653	forward	
ECK120002335	ybaL	b0478	500786	502462	reverse	YbaL CPA2 transporter
ECK120002865	fsr	b0479	502700	503920	reverse	Fsr fosmidomycin MFS transporter
ECK120001049	ushA	b0480	504138	505790	forward	5'-nucleotidase/UDP-sugar hydrolase
ECK120002303	ybaK	b0481	505827	506306	reverse	Cys-tRNA<sup>Pro</sup> and Cys-tRNA<sup>Cys</sup> deacylase
ECK120002642	sroB	b4585	506428	506509	forward	SroB small RNA
ECK120002866	ybaP	b0482	506510	507304	reverse	conserved protein
ECK120002867	ybaQ	b0483	507442	507783	forward	predicted DNA-binding transcriptional regulator
ECK120002868	copA	b0484	508099	510603	reverse	Cu<sup>+</sup>-exporting ATPase
ECK120002869	ybaS	b0485	510865	511797	forward	glutaminase
ECK120002870	ybaT	b0486	511800	513092	forward	YbaT APC transporter
ECK120002871	cueR	b0487	513217	513624	forward	CueR transcriptional dual regulator
ECK120002872	ybbJ	b0488	513625	514083	reverse	conserved inner membrane protein
ECK120002873	qmcA	b0489	514080	514997	reverse	predicted protease, membrane anchored
ECK120002874	ybbL	b0490	515143	515820	forward	predicted transporter subunit: ATP-binding component of ABC superfamily
ECK120002875	ybbM	b0491	515807	516586	forward	putative metal resistance protein
ECK120002876	ybbN	b0492	516649	517503	reverse	chaperone and weak protein oxidoreductase
ECK120002877	ybbO	b0493	517564	518373	reverse	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
ECK120001496	tesA	b0494	518363	518989	reverse	
ECK120001600	ybbA	b0495	518957	519643	forward	YbbA
ECK120002878	ybbP	b0496	519640	522054	forward	YbbP
ECK120000840	rhsD	b0497	522485	526765	forward	RhsD protein in rhs element
ECK120001705	ybbC	b0498	526805	527173	forward	predicted protein
ECK120002879	ylbH	b0499	527173	527883	forward	conserved protein, rhs-like
ECK120001706	ybbD	b0500	527864	528124	forward	predicted protein
ECK120002880	Phantom Gene		528163	528354	forward	
ECK120002881	ylbG	b0502	528869	529240	reverse	predicted DNA-binding transcriptional regulator
ECK120001704	ybbB	b0503	529356	530450	reverse	tRNA 2-selenouridine synthase
ECK120002882	allS	b0504	530519	531445	reverse	AllS transcriptional activator
ECK120002883	allA	b0505	531675	532157	forward	ureidoglycolase
ECK120002884	allR	b0506	532235	533050	forward	AllR transcriptional repressor
ECK120001534	gcl	b0507	533140	534921	forward	Gcl
ECK120002885	hyi	b0508	534934	535710	forward	
ECK120002886	glxR	b0509	535810	536688	forward	tartronate semialdehyde reductase 2
ECK120002887	ybbV	b0510	536720	536998	forward	predicted protein
ECK120002888	ybbW	b0511	536857	538311	forward	YbbW NCS1 Transporter
ECK120002889	allB	b0512	538371	539732	forward	allantoinase monomer
ECK120002890	ybbY	b0513	539789	541090	forward	predicted uracil/xanthine transporter
ECK120002891	glxK	b0514	541112	542257	forward	glycerate kinase II
ECK120002892	ylbA	b0515	542485	543270	reverse	conserved protein
ECK120002893	allC	b0516	543281	544516	reverse	allantoate amidohydrolase monomer
ECK120002894	allD	b0517	544538	545587	reverse	ureidoglycolate dehydrogenase
ECK120002895	fdrA	b0518	545904	547571	forward	involved in protein transport; multicopy suppressor of dominant negative ftsH mutants
ECK120026445	ylbE_1		547581	547841	forward	predicted protein, N-ter fragment
ECK120002896	ylbE_2		547838	548839	forward	predicted protein, C-ter fragment
ECK120002897	ylbF	b0520	548850	549665	forward	conserved protein
ECK120002249	ybcF	b0521	549662	550555	forward	predicted carbamate kinase
ECK120000787	purK	b0522	550750	551817	reverse	N5-carboxyaminoimidazole ribonucleotide synthase monomer
ECK120000784	purE	b0523	551814	552323	reverse	PurE
ECK120002352	lpxH	b0524	552441	553163	reverse	UDP-2,3-diacylglucosamine hydrolase
ECK120000749	ppiB	b0525	553166	553660	reverse	peptidyl-prolyl <i>cis-trans</i> isomerase B (rotamase B)
ECK120000191	cysS	b0526	553834	555219	forward	cysteinyl-tRNA synthetase
ECK120002366	ybcI	b0527	555255	555776	reverse	conserved inner membrane protein
ECK120002418	ybcJ	b0528	555884	556096	reverse	predicted RNA-binding protein
ECK120000322	folD	b0529	556098	556964	reverse	
ECK120002898	sfmA	b0530	557435	557977	forward	predicted fimbrial-like adhesin protein
ECK120002899	sfmC	b0531	558197	558889	forward	predicted pilin chaperone, periplasmic
ECK120002900	sfmD	b0532	558920	561523	forward	putative outer membrane protein, export function
ECK120002901	sfmH	b0533	561565	562542	forward	predicted fimbrial-like adhesin protein
ECK120002253	sfmF	b0534	562553	563068	forward	predicted fimbrial-like adhesin protein
ECK120001091	fimZ	b0535	563071	563703	reverse	FimZ transcriptional regulator
ECK120002457	argU	b0536	563946	564022	forward	tRNA<SUP>argU</SUP>
ECK120000500	intD	b0537	564038	565201	reverse	DLP12 prophage; predicted integrase
ECK120002902	Phantom Gene		565195	565755	forward	
ECK120002903	ybcC	b0539	565321	565584	reverse	DLP12 prophage; predicted exonuclease
ECK120026446	ybcD		565674	565910	forward	DLP12 prophage; predicted replication protein fragment
ECK120023909	insEF-3		566056	567227	forward	
ECK120002904	insE-3	b0540	566056	566364	forward	
ECK120002905	insF-3	b0541	566361	567227	forward	
ECK120002906	renD	b0542	567285	567470	forward	DLP12 prophage; predicted protein
ECK120000622	emrE	b0543	567538	567870	forward	EmrE SMR transporter
ECK120002908	ybcK	b0544	568125	569651	forward	DLP12 prophage; predicted recombinase
ECK120002909	ybcL	b0545	570116	570667	forward	DLP12 prophage; predicted kinase inhibitor
ECK120002910	ybcM	b0546	570677	571474	forward	DLP12 prophage; predicted DNA-binding transcriptional regulator
ECK120030068	ylcH	b4588	571591	571692	forward	DLP12 prophage; hypothetical protein
ECK120002911	ybcN	b0547	571689	572144	forward	DLP12 prophage; DNA base-flipping protein
ECK120002912	ninE	b0548	572144	572314	forward	DLP12 prophage, conserved protein similar to phage 82 and lambda proteins
ECK120002913	ybcO	b0549	572307	572597	forward	DLP12 prophage; predicted protein
ECK120002914	rusA	b0550	572594	572956	forward	endodeoxyribonuclease RUS (Holliday junction resolvase)
ECK120016287	ylcG	b4509	572953	573093	forward	DLP12 prophage; predicted protein
ECK120002915	ybcQ	b0551	573179	573562	forward	DLP12 prophage; predicted antitermination protein
ECK120002916	insH-2	b0552	573960	574976	reverse	
ECK120000652	nmpC	b0553	574981	576048	reverse	outer membrane porin protein; locus of qsr prophage
ECK120002917	essD	b0554	576621	576836	forward	DLP12 prophage; predicted phage lysis protein
ECK120002918	ybcS	b0555	576836	577333	forward	DLP12 prophage; lysozyme
ECK120002919	rzpD	b0556	577330	577791	forward	DLP12 prophage; predicted murein endopeptidase
ECK120016288	rzoD	b4510	577550	577732	forward	DLP12 prophage; predicted lipoprotein
ECK120002920	borD	b0557	577823	578116	reverse	bacteriophage lambda Bor protein homolog
ECK120002921	ybcV	b0558	578407	578817	reverse	DLP12 prophage; predicted protein
ECK120002922	ybcW	b0559	579103	579309	forward	DLP12 prophage; predicted protein
ECK120030069	ylcI	b4589	579474	579668	reverse	hypothetical protein
ECK120001582	nohB	b0560	580057	580602	forward	DLP12 prophage; DNA packaging protein
ECK120002923	tfaD	b0561	580757	581320	forward	DLP12 prophage; predicted tail fiber assembly protein
ECK120002924	ybcY	b0562	581375	581959	reverse	DLP12 prophage; predicted SAM-dependent methyltransferase
ECK120002925	tfaX	b0563	582098	582283	forward	DLP12 prophage; predicted protein
ECK120000046	appY	b0564	582904	583653	forward	AppY DNA binding transcriptional activator
